"","rdkit_graph","rdkit_broad","moa","target","disease_area","indication","moa_v1"
"886","CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O","CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O","NFkB pathway inhibitor|proteasome inhibitor","PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA","hematologic malignancy","multiple myeloma|mantle cell lymphoma (MCL)","nfkb_inhibitor"
"887","CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12","CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12","cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator","PLA2G1B","infectious disease","giardiasis","tp53_activator"
"888","CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12","CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12","cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator","PLA2G1B","infectious disease","giardiasis","nfkb_inhibitor"
"889","CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C","CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C","cytochrome P450 inhibitor|protein synthesis inhibitor","ABCB1|ALB|CYP3A4|CYP51A1|KCNH2|MLNR|SLC47A1","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","p450_inhibitor"
"890","CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C","CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C","cytochrome P450 inhibitor|protein synthesis inhibitor","ABCB1|ALB|CYP3A4|CYP51A1|KCNH2|MLNR|SLC47A1","infectious disease","listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma","protein_synthesis_inhibitor"
"891","CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21","CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21","dopamine receptor agonist|serotonin receptor antagonist","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7","neurology/psychiatry|endocrinology","seasonal affective disorder|anxiety|hyperprolactinemia","dopamine_receptor_agonist"
"892","CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21","CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21","dopamine receptor agonist|serotonin receptor antagonist","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7","neurology/psychiatry|endocrinology","seasonal affective disorder|anxiety|hyperprolactinemia","serotonin_receptor_antagonist"
"893","Oc1ccc2c3c1OC1C(O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314","Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314","opioid receptor agonist|opioid receptor antagonist","OPRD1|OPRK1|OPRM1","neurology/psychiatry","pain relief","opioid_receptor_agonist"
"894","Oc1ccc2c3c1OC1C(O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314","Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314","opioid receptor agonist|opioid receptor antagonist","OPRD1|OPRK1|OPRM1","neurology/psychiatry","pain relief","opioid_receptor_antagonist"
"895","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","leukotriene receptor antagonist|phosphodiesterase inhibitor","IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A","pulmonary|neurology/psychiatry","asthma|stroke","leukotriene_receptor_antagonist"
"896","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","leukotriene receptor antagonist|phosphodiesterase inhibitor","IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A","pulmonary|neurology/psychiatry","asthma|stroke","phosphodiesterase_inhibitor"
"897","O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N/O","O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N/O","glycogen synthase kinase inhibitor|lipoxygenase inhibitor","GSK3A|GSK3B","","","glycogen_synthase_kinase_inhibitor"
"898","O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N/O","O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N/O","glycogen synthase kinase inhibitor|lipoxygenase inhibitor","GSK3A|GSK3B","","","lipoxygenase_inhibitor"
"899","CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1","CCCCC[C@@H](O)c1cccc(OCc2ccc3ccccc3n2)c1","leukotriene receptor antagonist|lipoxygenase inhibitor","ALOX5","","","leukotriene_receptor_antagonist"
"900","CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1","CCCCC[C@@H](O)c1cccc(OCc2ccc3ccccc3n2)c1","leukotriene receptor antagonist|lipoxygenase inhibitor","ALOX5","","","lipoxygenase_inhibitor"
"901","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","leucine rich repeat kinase inhibitor|RAF inhibitor","NTRK1|RAF1","","","leucine_inhibitor"
"902","O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","leucine rich repeat kinase inhibitor|RAF inhibitor","NTRK1|RAF1","","","leucine_inhibitor"
"903","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","leucine rich repeat kinase inhibitor|RAF inhibitor","NTRK1|RAF1","","","raf_inhibitor"
"904","O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","leucine rich repeat kinase inhibitor|RAF inhibitor","NTRK1|RAF1","","","raf_inhibitor"
"905","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET","oncology","renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)","flt_inhibitor"
"906","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET","oncology","renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)","kit_inhibitor"
"907","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET","oncology","renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)","pdgfr_inhibitor"
"908","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET","oncology","renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)","raf_inhibitor"
"909","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET","oncology","renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)","vegfr_inhibitor"
"910","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor","AURKA|AURKB|AURKC|LCK","","","flt_inhibitor"
"911","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor","AURKA|AURKB|AURKC|LCK","","","bcr_abl_inhibitor"
"912","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1","Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor","AURKA|AURKB|AURKC|LCK","","","jak_inhibitor"
"913","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK","hematologic malignancy","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)","flt_inhibitor"
"914","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK","hematologic malignancy","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)","bcr_abl_inhibitor"
"915","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK","hematologic malignancy","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)","pdgfr_inhibitor"
"916","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB","","","flt_inhibitor"
"917","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB","","","egfr_inhibitor"
"918","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB","","","pdgfr_inhibitor"
"919","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB","","","vegfr_inhibitor"
"920","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1","EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|INSR|KDR|KIT|PDGFRA|PDGFRB","","","fgfr_inhibitor"
"921","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor","AXL|MERTK|MET|MST1R|TYRO3","","","flt_inhibitor"
"922","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor","AXL|MERTK|MET|MST1R|TYRO3","","","tyrosine_kinase_inhibitor"
"923","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor","AXL|MERTK|MET|MST1R|TYRO3","","","cmet_inhibitor"
"924","C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","C[C@]12O[C@@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor","FLT3|NTRK1","","","flt_inhibitor"
"925","C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","C[C@]12O[C@@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor","FLT3|NTRK1","","","gfr_inhibitor"
"926","C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","C[C@]12O[C@@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O","FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor","FLT3|NTRK1","","","jak_inhibitor"
"927","Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2","hematologic malignancy","myelofibrosis","flt_inhibitor"
"928","Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2","hematologic malignancy","myelofibrosis","jak_inhibitor"
"929","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET","oncology","gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)","flt_inhibitor"
"930","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET","oncology","gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)","kit_inhibitor"
"931","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET","oncology","gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)","pdgfr_inhibitor"
"932","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C","FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor","CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET","oncology","gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)","vegfr_inhibitor"
"933","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","FLT3 inhibitor|KIT inhibitor|PKC inhibitor","FLT3|PRKCG","hematologic malignancy","acute myeloid leukemia (AML)","flt_inhibitor"
"934","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","FLT3 inhibitor|KIT inhibitor|PKC inhibitor","FLT3|PRKCG","hematologic malignancy","acute myeloid leukemia (AML)","kit_inhibitor"
"935","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4","FLT3 inhibitor|KIT inhibitor|PKC inhibitor","FLT3|PRKCG","hematologic malignancy","acute myeloid leukemia (AML)","pkc_inhibitor"
"936","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB","","","pdgfr_inhibitor"
"937","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB","pulmonary","idiopathic pulmonary fibrosis (IPF)","vegfr_inhibitor"
"938","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB","","","fgfr_inhibitor"
"939","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB","pulmonary","idiopathic pulmonary fibrosis (IPF)","pdgfr_inhibitor"
"940","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB","","","vegfr_inhibitor"
"941","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB","pulmonary","idiopathic pulmonary fibrosis (IPF)","fgfr_inhibitor"
"942","COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC","COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","KDR","","","pdgfr_inhibitor"
"943","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|FGF1|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|PDGFRA|PDGFRB|SH2B3","oncology","renal cell carcinoma (RCC)|soft tissue sarcoma (STS)","vegfr_inhibitor"
