"","rdkit_graph","rdkit_broad","moa","target","disease_area","indication"
"790","CCCN[C@H]1CCc2nc(N)sc2C1","CCCN[C@H]1CCc2nc(N)sc2C1","dopamine receptor agonist","ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C","neurology/psychiatry","Parkinson's Disease"
"791","CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1","CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1","ATPase inhibitor","","infectious disease","ear infections"
"792","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","CC(C)C(=O)c1c(C(C)C)nn2ccccc12","leukotriene receptor antagonist|phosphodiesterase inhibitor","IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A","pulmonary|neurology/psychiatry","asthma|stroke"
"793","C#C[C@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC","C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC","progesterone receptor agonist","ESR1|PGR","endocrinology","contraceptive"
"794","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21","HMGCR inhibitor","HMGCR|SLCO1B1","endocrinology|cardiology","hypercholesterolemia|myocardial infarction|hyperlipidemia"
"795","CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1","CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1","bacterial DNA gyrase inhibitor","","infectious disease","gram-negative bacterial infections"
"796","COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","bacterial DNA gyrase inhibitor","TOP2A","otolaryngology|pulmonary|infectious disease","sinusitis|bronchitis|pneumonia|skin infections|intra-abdominal infections"
"797","CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1","CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1","","","cardiology","hypertension"
"798","C=C1C[C@@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O","C=C1C[C@H]2[C@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O","progesterone receptor agonist","","",""
"799","C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(O)C2CC2)CC(O)CC1O","C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O","vitamin D receptor agonist","VDR","dermatology","psoriasis"
"800","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","topoisomerase inhibitor","TOP2A","hematologic malignancy|oncology","acute lymphoblastic leukemia (ALL)|acute myeloid leukemia (AML)|Wilm's tumor|breast cancer|ovarian cancer|Hodgkin's lymphoma|bladder cancer|multiple myeloma"
"801","COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1","COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1","estrogenic hormone","ESR1|ESR2","endocrinology|oncology","menopause|prostate cancer"
"802","COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC","COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB","infectious disease","genital warts"
"803","CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1","CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","microtubule inhibitor|tubulin polymerization inhibitor","JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1","hematologic malignancy|infectious disease|oncology","Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma"
"804","CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","tubulin polymerization inhibitor","TUBA4A|TUBB","hematologic malignancy","acute lymphoblastic leukemia (ALL)"
"805","CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1","microtubule inhibitor|tubulin polymerization inhibitor","JUN|TUBA1A|TUBB|TUBD1|TUBE1|TUBG1","hematologic malignancy|infectious disease|oncology","Hodgkin's lymphoma|true histiocytic lymphoma (THL)|mycosis|small lymphocytic lymphoma (SLL)|testicular carcinoma|Kaposi sarcoma"
"806","CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21","CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21","protein synthesis inhibitor","RPS2","",""
"807","N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1","N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1","anti-pneumocystis agent","TRDMT1","infectious disease","pneumonia"
"808","O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21","O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21","EGFR inhibitor|PKC inhibitor","EGFR|PRKCB","",""
"809","CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC","CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2","",""
"810","C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1","C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1","protein synthesis inhibitor","RPL3","",""
"811","COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O","COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O","MEK inhibitor","CHUK|MAP2K1","",""
"812","O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1","O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1","dopamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1D|HTR2A|HTR2B|HTR2C|HTR6|HTR7","neurology/psychiatry","schizophrenia"
"813","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2","COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2","dehydrogenase inhibitor|inositol monophosphatase inhibitor","IMPDH1|IMPDH2","transplant","organ rejection"
"814","NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1","NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1","HSP inducer","","",""
"815","O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12","O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12","cytochrome P450 inhibitor","ADORA2A|ESR2|FASN|MCL1|SLC22A12","",""
"816","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O","estrogen receptor agonist","ESR1|ESR2|GPER1|KCNMA1|NR1I2","endocrinology","contraceptive"
"817","CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1","C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1","ATPase inhibitor","ATP1A1","",""
"818","C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@@H](O[C@H]3[C@@H](O)C[C@@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O","C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O","ATPase inhibitor","ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|FXYD2","cardiology","congestive heart failure|cardiac arrythmia"
"819","CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@@H]2C","CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@H]2[C@H](C)[C@@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)O[C@@H](CC1)[C@H]2C","ATP synthase inhibitor|ATPase inhibitor","ATP5A1","",""
"820","C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1","C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1","protein phosphatase inhibitor","","dermatology","blisters"
"821","COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1","COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1","DNA synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1","",""
"822","CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O","C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O","estrogen receptor antagonist","ESR1|ESR2|GPER1","oncology","breast cancer"
"823","CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1","CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1","HDAC inhibitor","HDAC1|HDAC2","",""
"824","COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1","COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1","HDAC inhibitor","HDAC1|HDAC10|HDAC6|HDAC8","",""
"825","CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1","CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1","HDAC inhibitor","HDAC6","",""
"826","CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1","CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1","HDAC inhibitor","HDAC1","",""
"827","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B","hematologic malignancy","acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)"
"828","Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1","Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1","ribonucleotide reductase inhibitor","POLA1|POLB|POLD1|POLE","hematologic malignancy","acute lymphoblastic leukemia (ALL)|chronic lymphocytic leukemia (CLL)|acute myeloid leukemia (AML)|non-Hodgkin lymphoma (NHL)"
"829","COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1","COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1","SRC inhibitor","LCK|SRC","",""
"830","O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1","O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1","Aurora kinase inhibitor","AURKA","",""
"831","Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1","Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1","Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|CSF1R|DDR1|KIT|NTRK1|PDGFRA|PDGFRB|RET","hematologic malignancy|oncology","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)|myelodysplastic diseases (MDS)|aggressive systemic mastocytosis (ASM)|hypereosinophilic syndrome (HES)|chronic eosinophilic leukemia (CEL)|dermatofibrosarcoma protuberans (DFSP)|gastrointestinal stromal tumors (GIST)"
"832","O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1","O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1","leucine rich repeat kinase inhibitor|RAF inhibitor","NTRK1|RAF1","",""
"833","CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21","CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21","AKT inhibitor","AKT1|AKT2|AKT3|PAK4|PAK6|PAK7|PRKCQ|PRKG1|PRKX","",""
"834","O=C1NC(=O)/C(=C\c2ccc3nccc(-c4ccncc4)c3c2)S1","O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1","PI3K inhibitor","PIK3CG","",""
"835","Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1","Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1","PI3K inhibitor","PIK3CA|PIK3CG","",""
"836","CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1","CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1","CDK inhibitor|cell cycle inhibitor|MCL1 inhibitor","CDK2|CDK7|CDK9","",""
"837","COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC","COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC","SYK inhibitor","SYK","",""
"838","Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C","Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C","CDK inhibitor","KCNH2","",""
"839","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1","AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor","AXL|MERTK|MET|MST1R|TYRO3","",""
"840","Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c(=O)[nH]ncc2c34)cn1","Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c(=O)[nH]ncc2c34)cn1","CHK inhibitor","CHEK1|CHEK2","",""
"841","COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1","COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1","VEGFR inhibitor","FLT1|FLT4|KDR|MET","",""
"842","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12","Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK","hematologic malignancy","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)"
"843","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB","pulmonary","idiopathic pulmonary fibrosis (IPF)"
"844","C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1","C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1","rho associated kinase inhibitor","ROCK1|ROCK2","",""
"845","CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O","CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O","focal adhesion kinase inhibitor","PTK2|PTK2B","",""
"846","CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1","p38 MAPK inhibitor","AKT1|ALOX5|CHEK1|CYP2D6|CYP3A4|GAK|GSK3B|LCK|MAPK1|MAPK10|MAPK11|MAPK12|MAPK14|MAPK8|MAPK9|PRKCA|RAF1|RIPK2|ROCK1|RPS6KB1|SGK1|SRC|TNF","",""
"847","Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1","Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1","AKT inhibitor","AKT2|GSK3B|PKIA|PRKACA","",""
"848","C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1","C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1","EGFR inhibitor","EGFR|NR1I2","oncology","non-small cell lung cancer (NSCLC)|pancreatic cancer"
"849","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","CSF1R|FGF1|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|PDGFRA|PDGFRB|SH2B3","oncology","renal cell carcinoma (RCC)|soft tissue sarcoma (STS)"
"850","C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1","C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1","Bruton's tyrosine kinase (BTK) inhibitor","BLK|BMX|BTK","hematologic malignancy","chronic lymphocytic leukemia (CLL)|mantle cell lymphoma (MCL)|Waldenstrom's macroglobulinemia (WM)"
"851","CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1","CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1","EGFR inhibitor","EGFR|ERBB2|ERBB4","oncology","non-small cell lung cancer (NSCLC)"
"852","CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1","CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1","MEK inhibitor","MAP2K1|MAP2K2","oncology","melanoma"
"853","C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1","C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1","EGFR inhibitor","AKT1|EGFR|ERBB2|ERBB4","",""
"854","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1","EGFR inhibitor","EGFR","oncology","non-small cell lung cancer (NSCLC)"
"855","CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1","C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1","IGF-1 inhibitor","IGF1R|INSR|INSRR","",""
"856","CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C","CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C","EGFR inhibitor","EGFR","",""
"857","Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1","Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1","VEGFR inhibitor","AXL|MET","",""
"858","Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1","Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1","PI3K inhibitor","","",""
"859","Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O","Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O","MEK inhibitor","MAP3K1","",""
"860","N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1","N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1","JAK inhibitor","JAK1|JAK2|JAK3","",""
"861","COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1","COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1","Aurora kinase inhibitor","AURKA|AURKB","",""
"862","COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1","COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1","PI3K inhibitor","MTOR|PIK3CG","",""
"863","O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl","O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl","p38 MAPK inhibitor","MAPK11|MAPK12|MAPK14","",""
"864","COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1","COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1","cell cycle inhibitor|PLK inhibitor","PLK1","",""
"865","C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C","C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C","adenylyl cyclase activator","ADCY2|ADCY5|GNAS","",""
"866","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21","HMGCR inhibitor","HMGCR|SLCO1B1","endocrinology|cardiology","hypercholesterolemia|myocardial infarction|hyperlipidemia"
"867","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O","CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1","retinoid receptor agonist","RARA|RARB|RARG","dermatology","acne vulgaris (AV)"
